"city","animal","furniture","area","fire.insurance","rent.amount","rooms","bathrooms","floor","parking.spaces"
1,1,1,5.48063892334199,4.79579054559674,8.98719682066197,0.453466744282889,0.460712085243453,-0.954422312839467,1.3953074980435
0,1,0,4.15888308335967,2.39789527279837,6.7093043402583,-0.437637911580061,-0.935663527059735,0.737578988205541,-0.469737845963054
1,1,1,6.09356977004514,4.48863636973214,8.85366542803745,2.23567605600879,1.85708769754664,-0.446821922525965,1.3953074980435
1,1,0,4.29045944114839,2.77258872223978,7.13089883029635,-0.437637911580061,-0.237475720908141,1.07597924841454,-0.469737845963054
1,0,0,2.94443897916644,2.77258872223978,7.09007683577609,-1.32874256744301,-0.935663527059735,-0.954422312839467,-1.09141962729857
1,1,0,2.56494935746154,3.3322045101752,7.69621263934641,-1.32874256744301,-0.935663527059735,-0.616022052630465,-1.09141962729857
1,1,1,4.00733318523247,4.15888308335967,8.51719319141624,-1.32874256744301,-0.935663527059735,-0.616022052630465,-0.469737845963054
1,1,0,4.00733318523247,2.83321334405622,7.17011954344963,-0.437637911580061,-0.237475720908141,-0.616022052630465,-0.469737845963054
1,1,1,4.40671924726425,3.25809653802148,7.60090245954208,0.453466744282889,-0.935663527059735,-0.446821922525965,-0.469737845963054
1,1,0,3.46573590279973,3.61091791264422,7.97246601597457,-1.32874256744301,-0.935663527059735,1.75277976883255,-0.469737845963054
0,1,0,4.0943445622221,2.30258509299405,6.5792512120101,-1.32874256744301,-0.935663527059735,0.0607784677875377,-1.09141962729857
0,1,1,4.15888308335967,1.94591014905531,7.34601020991329,-1.32874256744301,-0.237475720908141,-0.277621792421464,-0.469737845963054
1,1,1,2.99573227355399,3.13549421592915,7.49554194388426,-1.32874256744301,-0.935663527059735,-0.277621792421464,-1.09141962729857
1,1,0,5.92692602597041,5.25227342804663,9.61580548008435,1.34457140014584,1.85708769754664,-0.785222182734966,2.01698927937902
1,0,1,4.52178857704904,3.93182563272433,8.28147085789517,-0.437637911580061,-0.935663527059735,0.229978597892039,-0.469737845963054
0,1,0,4.02535169073515,2.56494935746154,6.85646198459459,-0.437637911580061,-0.935663527059735,-0.785222182734966,-0.469737845963054
0,1,0,5.23644196282995,3.8286413964891,8.00969535774292,-0.437637911580061,0.460712085243453,-0.954422312839467,3.88203462338557
1,1,0,4.60517018598809,3.97029191355212,8.1605182474775,0.453466744282889,-0.237475720908141,-0.954422312839467,-0.469737845963054
1,1,0,5.25749537202778,4.59511985013459,8.96187901267768,0.453466744282889,0.460712085243453,1.24517937851904,0.151943935372464
1,1,0,4.53259949315326,3.80666248977032,8.1605182474775,0.453466744282889,-0.237475720908141,0.737578988205541,-0.469737845963054
1,1,0,5.04342511691925,3.68887945411394,7.88231491898027,0.453466744282889,0.460712085243453,-0.954422312839467,0.151943935372464
1,0,0,4.38202663467388,3.49650756146648,7.84384863815247,-0.437637911580061,-0.237475720908141,0.56837885810104,-1.09141962729857
1,0,0,4.17438726989564,3.80666248977032,8.1605182474775,-0.437637911580061,-0.237475720908141,1.41437950862354,0.151943935372464
1,1,0,5.76832099579377,4.91265488573605,9.10497985631836,0.453466744282889,0.460712085243453,-0.954422312839467,1.3953074980435
1,1,0,5.19295685089021,4.63472898822964,8.99961934066053,0.453466744282889,1.85708769754664,-0.446821922525965,0.773625716707982
1,1,0,3.43398720448515,3.71357206670431,8.07090608878782,-1.32874256744301,-0.935663527059735,-0.277621792421464,-0.469737845963054
1,1,0,4.65396035015752,4.4188406077966,8.77955745588373,1.34457140014584,-0.237475720908141,-0.446821922525965,0.151943935372464
1,1,1,5.7037824746562,5.18178355029209,9.5468126085974,0.453466744282889,1.15889989139505,0.56837885810104,0.151943935372464
0,1,0,5.01063529409626,3.13549421592915,7.49554194388426,0.453466744282889,-0.237475720908141,1.24517937851904,0.151943935372464
1,1,0,4.86753445045558,4.51085950651685,8.69951474821019,0.453466744282889,0.460712085243453,-0.954422312839467,0.151943935372464
1,1,0,4.24849524204936,3.66356164612965,8.00636756765025,-0.437637911580061,-0.935663527059735,-0.785222182734966,-1.09141962729857
1,1,0,4.78749174278205,3.97029191355212,8.1605182474775,0.453466744282889,-0.935663527059735,-0.954422312839467,1.3953074980435
1,1,0,5.52146091786225,3.97029191355212,8.15478757276852,0.453466744282889,1.15889989139505,-0.954422312839467,0.151943935372464
1,1,0,3.91202300542815,2.99573227355399,7.34601020991329,-1.32874256744301,-0.935663527059735,-0.785222182734966,-1.09141962729857
1,1,0,5.48063892334199,3.89182029811063,8.24275634571448,0.453466744282889,0.460712085243453,-0.446821922525965,0.773625716707982
1,0,0,5.52146091786225,4.60517018598809,8.79482492801452,1.34457140014584,1.15889989139505,-0.954422312839467,0.151943935372464
0,1,0,4.54329478227,3.3322045101752,7.69621263934641,0.453466744282889,0.460712085243453,-0.785222182734966,0.151943935372464
1,1,0,5.17048399503815,4.4188406077966,8.77955745588373,0.453466744282889,1.15889989139505,-0.277621792421464,0.773625716707982
1,1,0,5.19295685089021,3.91202300542815,8.10167774745457,0.453466744282889,1.15889989139505,-0.954422312839467,2.01698927937902
1,1,1,5.25227342804663,5.25227342804663,9.61580548008435,0.453466744282889,0.460712085243453,-0.785222182734966,1.3953074980435
1,1,0,3.2188758248682,3.09104245335832,7.43720636687129,-1.32874256744301,-0.935663527059735,1.41437950862354,-1.09141962729857
1,1,0,6.68461172766793,5.25227342804663,9.61580548008435,1.34457140014584,1.85708769754664,0.56837885810104,1.3953074980435
1,1,1,5.82894561761021,4.99721227376411,9.19013766465866,0.453466744282889,1.15889989139505,-0.954422312839467,0.773625716707982
1,0,0,4.49980967033027,3.09104245335832,7.27931883541462,-0.437637911580061,-0.935663527059735,-0.954422312839467,-1.09141962729857
0,1,1,6.47697236288968,4.85203026391962,9.04782144247841,2.23567605600879,1.15889989139505,-0.954422312839467,3.88203462338557
1,1,0,4.60517018598809,3.55534806148941,7.90100705199242,-0.437637911580061,-0.237475720908141,-0.785222182734966,-1.09141962729857
1,1,1,5.4380793089232,5.14749447681345,9.51044496442652,1.34457140014584,1.15889989139505,-0.785222182734966,1.3953074980435
1,1,0,5.24702407216049,5.28320372873799,9.47654341275084,-0.437637911580061,0.460712085243453,-0.954422312839467,0.151943935372464
1,1,0,5.32300997913841,3.55534806148941,7.90838715929004,1.34457140014584,1.15889989139505,-0.108421662316963,2.63867106071454
1,1,0,4.56434819146784,3.13549421592915,7.4899708988348,0.453466744282889,0.460712085243453,0.399178727996539,0.151943935372464
1,1,0,5.98141421125448,5.01727983681492,9.21034037197618,1.34457140014584,1.15889989139505,-0.954422312839467,1.3953074980435
0,1,0,4.30406509320417,3.04452243772342,7.37775890822787,0.453466744282889,-0.237475720908141,0.229978597892039,-0.469737845963054
0,0,1,3.40119738166216,1.94591014905531,6.21460809842219,-1.32874256744301,-0.935663527059735,-0.108421662316963,-1.09141962729857
1,1,0,4.15888308335967,2.89037175789616,7.24422751560335,0.453466744282889,-0.237475720908141,0.229978597892039,-0.469737845963054
1,1,1,4.65396035015752,4.59511985013459,8.96187901267768,0.453466744282889,-0.237475720908141,-0.785222182734966,0.151943935372464
1,1,1,3.91202300542815,4.31748811353631,8.68270762989381,-1.32874256744301,-0.237475720908141,0.737578988205541,-0.469737845963054
1,0,0,4.0943445622221,2.83321334405622,7.17011954344963,-0.437637911580061,-0.935663527059735,-0.446821922525965,-1.09141962729857
1,1,1,3.91202300542815,3.25809653802148,7.60090245954208,-0.437637911580061,-0.935663527059735,0.0607784677875377,-0.469737845963054
1,1,0,4.49980967033027,3.25809653802148,7.43838353004431,-0.437637911580061,-0.237475720908141,-0.954422312839467,-1.09141962729857
1,0,1,4.86753445045558,4.56434819146784,8.9226582995244,0.453466744282889,-0.237475720908141,0.399178727996539,-0.469737845963054
1,0,1,2.99573227355399,3.2188758248682,7.57558465155779,-1.32874256744301,-0.935663527059735,-0.785222182734966,-1.09141962729857
